"stdliv_next5","stdliv_next5_di","stdliv_past5","stdliv_past5_di","cat_age","wave","female","education","EGP6","income","pensions","unemployed","car_owner","cntry","y1"
3,3,1,1,2,1993,1,2,"1",3,0,0,1,"ukraine",554
1,1,1,1,4,1993,1,2,"3",3,1,0,0,"ukraine",1283
1,1,1,1,3,1993,1,3,"1",3,1,0,0,"ukraine",1234
3,3,1,1,3,1993,1,3,"4",1,0,0,0,"ukraine",702
3,3,2,1,2,1993,0,1,"3",1,0,0,0,"ukraine",938
3,3,2,1,2,1993,1,2,"5",1,0,0,0,"ukraine",1944
2,1,1,1,2,1993,1,2,"1",1,0,0,1,"ukraine",215
3,3,1,1,4,1993,1,1,"7",3,1,0,0,"ukraine",620
3,3,1,1,2,1993,1,3,"1",1,0,0,0,"ukraine",84
3,3,1,1,2,1993,1,2,"4",3,0,0,0,"ukraine",1594
3,3,1,1,1,1993,1,1,"4",3,0,0,0,"ukraine",2201
3,3,1,1,2,1993,1,1,"4",1,0,0,0,"ukraine",1582
3,3,1,1,4,1993,0,3,"1",1,0,0,0,"ukraine",1698
2,1,2,1,4,1993,1,1,"4",1,1,0,0,"ukraine",577
1,1,1,1,4,1993,1,1,"5",1,0,0,0,"ukraine",274
4,2,2,1,3,1993,1,2,"1",2,0,0,1,"ukraine",1721
2,1,1,1,4,1993,1,1,"5",3,0,0,0,"ukraine",2403
3,3,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",248
1,1,1,1,2,1993,0,1,"6",3,0,0,1,"ukraine",1017
3,3,2,1,2,1993,1,3,"1",2,0,0,0,"ukraine",1107
3,3,2,1,2,1993,0,3,"1",2,0,0,1,"ukraine",1760
5,2,5,2,1,1993,1,1,"7",3,0,0,0,"ukraine",721
4,2,4,2,3,1993,1,1,"5",1,0,0,0,"ukraine",2393
3,3,3,3,3,1993,0,1,"4",2,0,0,0,"ukraine",1677
3,3,2,1,3,1993,1,1,"2",1,0,0,0,"ukraine",2412
3,3,3,3,4,1993,0,1,"6",1,1,0,0,"ukraine",2272
3,3,1,1,4,1993,1,2,"5",2,1,0,1,"ukraine",651
1,1,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",1067
2,1,1,1,3,1993,1,1,"5",3,0,0,1,"ukraine",102
3,3,1,1,1,1993,1,2,"2",2,0,0,0,"ukraine",2243
1,1,2,1,1,1993,0,2,"1",3,0,0,0,"ukraine",1345
1,1,2,1,2,1993,1,3,"1",1,0,0,1,"ukraine",861
1,1,1,1,2,1993,0,1,"5",3,0,0,1,"ukraine",370
3,3,1,1,3,1993,1,2,"1",2,0,0,0,"ukraine",443
4,2,4,2,2,1993,1,2,"5",3,0,0,0,"ukraine",1051
2,1,1,1,1,1993,0,3,"1",1,0,0,0,"ukraine",1959
3,3,1,1,3,1993,0,1,"4",2,0,0,0,"ukraine",1195
1,1,1,1,1,1993,0,2,"1",2,0,0,0,"ukraine",441
3,3,1,1,3,1993,1,2,"5",1,0,0,0,"ukraine",925
3,3,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",1652
4,2,2,1,1,1993,1,2,"1",3,0,0,0,"ukraine",885
3,3,1,1,4,1993,1,1,"4",1,1,0,0,"ukraine",275
1,1,1,1,4,1993,1,1,"2",1,1,0,0,"ukraine",1178
3,3,1,1,4,1993,1,1,"4",3,1,0,0,"ukraine",907
2,1,1,1,4,1993,1,1,"1",1,1,0,0,"ukraine",1845
4,2,4,2,1,1993,1,3,"1",3,0,0,0,"ukraine",484
1,1,1,1,3,1993,1,1,"4",1,1,0,1,"ukraine",2037
1,1,1,1,4,1993,0,1,"7",2,1,0,1,"ukraine",1530
1,1,1,1,3,1993,0,3,"4",1,0,0,0,"ukraine",1031
1,1,1,1,3,1993,1,2,"1",2,0,0,0,"ukraine",617
3,3,2,1,2,1993,0,3,"1",3,0,0,1,"ukraine",816
1,1,1,1,1,1993,1,3,"1",3,0,0,1,"ukraine",1822
1,1,1,1,3,1993,0,2,"4",3,0,0,0,"ukraine",2533
5,2,1,1,2,1993,1,3,"1",2,0,0,0,"ukraine",675
1,1,1,1,4,1993,0,2,"1",1,1,0,0,"ukraine",1068
3,3,3,3,2,1993,1,3,"4",3,0,0,1,"ukraine",2010
3,3,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",1656
1,1,1,1,4,1993,0,1,"4",3,1,0,0,"ukraine",97
3,3,1,1,3,1993,1,1,"2",1,0,0,0,"ukraine",1541
4,2,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",211
2,1,2,1,1,1993,0,2,"1",3,0,0,0,"ukraine",1789
3,3,1,1,4,1993,1,3,"7",3,1,0,1,"ukraine",187
4,2,1,1,4,1993,1,2,"1",3,1,0,1,"ukraine",650
3,3,2,1,2,1993,1,1,"7",3,0,0,1,"ukraine",841
2,1,1,1,3,1993,1,2,"2",2,0,0,0,"ukraine",1996
3,3,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",1510
3,3,2,1,2,1993,0,2,"3",3,0,0,0,"ukraine",720
1,1,1,1,1,1993,0,1,"4",3,0,0,0,"ukraine",1779
2,1,1,1,3,1993,0,2,"4",3,0,0,0,"ukraine",2523
4,2,1,1,3,1993,1,3,"1",3,0,0,0,"ukraine",1873
1,1,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",572
3,3,1,1,3,1993,1,2,"4",1,0,0,0,"ukraine",2077
2,1,1,1,4,1993,1,3,"1",3,0,0,1,"ukraine",294
1,1,1,1,3,1993,1,1,"6",1,0,0,1,"ukraine",223
3,3,1,1,2,1993,0,2,"4",3,0,0,0,"ukraine",1619
4,2,1,1,2,1993,1,2,"4",2,0,0,0,"ukraine",1956
3,3,3,3,3,1993,1,1,"4",2,0,0,0,"ukraine",1100
3,3,2,1,2,1993,0,3,"3",1,0,0,1,"ukraine",2106
4,2,1,1,2,1993,0,2,"1",1,0,0,0,"ukraine",1093
2,1,1,1,4,1993,1,1,"2",2,1,0,0,"ukraine",169
2,1,1,1,4,1993,1,2,"4",2,1,0,0,"ukraine",67
2,1,3,3,1,1993,0,1,"4",2,0,0,0,"ukraine",1052
1,1,1,1,4,1993,1,1,"1",1,1,0,0,"ukraine",1254
3,3,1,1,4,1993,0,1,"4",2,1,0,0,"ukraine",2086
4,2,1,1,2,1993,0,2,"5",3,0,0,0,"ukraine",2510
4,2,1,1,2,1993,1,1,"2",1,0,0,1,"ukraine",75
3,3,1,1,2,1993,1,2,"4",2,0,1,0,"ukraine",1635
3,3,2,1,3,1993,1,2,"6",1,0,0,0,"ukraine",1318
2,1,2,1,4,1993,1,1,"6",1,1,0,0,"ukraine",2357
3,3,3,3,4,1993,1,1,"4",3,0,0,1,"ukraine",1467
3,3,4,2,4,1993,0,3,"1",3,0,0,0,"ukraine",1972
4,2,4,2,2,1993,1,3,"1",3,0,0,1,"ukraine",360
3,3,3,3,3,1993,0,3,"1",2,0,0,0,"ukraine",1118
2,1,1,1,3,1993,1,1,"6",1,1,0,0,"ukraine",1573
3,3,3,3,4,1993,0,1,"6",1,1,0,0,"ukraine",2415
1,1,1,1,1,1993,0,1,"5",1,0,0,0,"ukraine",1269
4,2,3,3,3,1993,1,2,"5",3,0,0,0,"ukraine",2484
1,1,1,1,2,1993,1,3,"1",3,0,0,0,"ukraine",2020
1,1,2,1,3,1993,0,1,"4",2,0,0,0,"ukraine",2160
3,3,1,1,2,1993,1,2,"2",1,0,0,0,"ukraine",2027
2,1,1,1,4,1993,1,1,"4",1,1,0,0,"ukraine",1591
3,3,1,1,1,1993,1,1,"1",3,0,0,0,"ukraine",249
2,1,1,1,4,1993,0,1,"4",3,1,0,1,"ukraine",1755
2,1,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",2212
1,1,1,1,3,1993,0,1,"5",1,0,0,0,"ukraine",2437
2,1,1,1,4,1993,0,2,"5",3,1,0,0,"ukraine",1967
2,1,2,1,4,1993,0,2,"6",2,1,0,1,"ukraine",209
4,2,2,1,2,1993,0,2,"1",3,0,0,0,"ukraine",728
4,2,2,1,1,1993,0,2,"5",3,0,1,1,"ukraine",1127
3,3,1,1,3,1993,1,1,"4",1,1,0,0,"ukraine",2285
3,3,2,1,2,1993,1,3,"1",3,0,0,0,"ukraine",2395
3,3,2,1,4,1993,0,1,"6",1,1,0,0,"ukraine",810
1,1,3,3,3,1993,1,3,"1",3,0,0,0,"ukraine",99
3,3,2,1,4,1993,0,1,"5",2,1,0,1,"ukraine",1057
5,2,4,2,2,1993,0,3,"1",3,0,0,1,"ukraine",1703
1,1,1,1,2,1993,1,1,"6",1,0,0,0,"ukraine",1929
3,3,4,2,3,1993,1,3,"1",3,0,0,0,"ukraine",2051
3,3,3,3,2,1993,1,3,"1",3,0,0,0,"ukraine",1714
3,3,1,1,4,1993,0,1,"4",2,1,0,0,"ukraine",1371
1,1,3,3,4,1993,0,1,"4",3,1,0,0,"ukraine",2438
1,1,1,1,4,1993,1,2,"4",1,1,0,0,"ukraine",483
1,1,1,1,3,1993,1,1,"4",2,1,0,0,"ukraine",1072
4,2,1,1,1,1993,1,1,"5",1,0,0,0,"ukraine",1771
3,3,1,1,3,1993,1,1,"5",3,1,0,0,"ukraine",950
4,2,1,1,2,1993,1,2,"3",3,0,0,0,"ukraine",395
2,1,2,1,3,1993,1,3,"1",2,0,0,0,"ukraine",104
3,3,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",2155
3,3,1,1,2,1993,0,2,"4",3,0,0,0,"ukraine",973
3,3,3,3,4,1993,0,3,"1",3,1,0,1,"ukraine",1155
3,3,3,3,4,1993,0,1,"6",1,1,0,0,"ukraine",2175
1,1,1,1,3,1993,0,1,"4",3,1,0,0,"ukraine",2423
2,1,1,1,3,1993,0,1,"6",2,1,0,0,"ukraine",2289
1,1,1,1,2,1993,0,2,"4",3,0,0,0,"ukraine",943
4,2,3,3,2,1993,0,3,"1",3,0,0,0,"ukraine",257
3,3,1,1,1,1993,1,2,"5",1,0,0,0,"ukraine",766
3,3,2,1,2,1993,1,2,"5",3,0,0,0,"ukraine",372
4,2,2,1,2,1993,1,2,"1",3,0,0,0,"ukraine",699
1,1,1,1,4,1993,0,2,"1",3,1,0,0,"ukraine",2506
3,3,1,1,3,1993,0,1,"6",1,1,0,0,"ukraine",2295
3,3,1,1,3,1993,1,2,"4",1,0,0,0,"ukraine",80
3,3,1,1,4,1993,0,1,"4",2,1,0,0,"ukraine",1700
3,3,1,1,4,1993,0,1,"4",3,1,0,0,"ukraine",2422
4,2,4,2,1,1993,1,2,"2",3,0,0,0,"ukraine",1339
4,2,4,2,1,1993,1,3,"6",3,0,0,1,"ukraine",2104
3,3,4,2,2,1993,1,2,"4",3,0,0,0,"ukraine",1473
1,1,1,1,4,1993,1,3,"1",2,1,0,1,"ukraine",231
2,1,4,2,2,1993,1,2,"1",3,0,0,1,"ukraine",776
1,1,1,1,4,1993,1,3,"1",1,1,0,0,"ukraine",502
2,1,1,1,4,1993,1,1,"5",1,0,0,1,"ukraine",2025
2,1,1,1,3,1993,0,1,"5",3,0,0,1,"ukraine",813
3,3,1,1,1,1993,1,1,"7",1,0,0,0,"ukraine",1307
4,2,2,1,1,1993,0,3,"1",1,0,0,1,"ukraine",1981
2,1,4,2,1,1993,1,1,"3",1,0,0,0,"ukraine",1294
1,1,1,1,4,1993,1,1,"6",1,0,0,0,"ukraine",1172
1,1,1,1,2,1993,1,3,"1",3,0,0,0,"ukraine",224
3,3,1,1,4,1993,1,2,"1",1,1,0,0,"ukraine",2376
3,3,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",1259
3,3,1,1,2,1993,0,3,"1",1,0,0,0,"ukraine",105
3,3,1,1,2,1993,1,2,"1",3,0,0,1,"ukraine",1368
3,3,1,1,4,1993,0,1,"6",1,1,0,0,"ukraine",2273
4,2,1,1,3,1993,1,1,"6",1,1,0,0,"ukraine",984
3,3,1,1,4,1993,1,2,"5",3,1,0,0,"ukraine",729
3,3,1,1,3,1993,1,3,"1",2,0,0,0,"ukraine",9
4,2,3,3,2,1993,1,1,"2",3,0,0,1,"ukraine",296
5,2,1,1,2,1993,0,2,"6",3,0,0,1,"ukraine",931
1,1,1,1,3,1993,1,2,"6",1,0,0,0,"ukraine",1940
1,1,1,1,4,1993,0,1,"4",3,1,0,0,"ukraine",2333
3,3,1,1,4,1993,1,3,"1",1,1,0,0,"ukraine",693
1,1,2,1,3,1993,0,3,"1",3,0,0,1,"ukraine",1366
3,3,2,1,4,1993,1,1,"4",1,1,0,0,"ukraine",882
1,1,1,1,4,1993,1,1,"3",1,1,0,0,"ukraine",659
3,3,1,1,3,1993,1,2,"1",2,1,0,0,"ukraine",2193
4,2,2,1,4,1993,0,2,"6",1,1,0,0,"ukraine",992
1,1,1,1,1,1993,1,1,"6",1,0,1,0,"ukraine",1291
4,2,2,1,3,1993,1,2,"1",3,0,0,0,"ukraine",533
3,3,2,1,2,1993,0,1,"6",1,0,1,0,"ukraine",1409
3,3,2,1,3,1993,1,2,"4",1,0,0,1,"ukraine",1482
3,3,1,1,1,1993,0,2,"1",2,0,0,0,"ukraine",1611
1,1,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",2041
3,3,3,3,3,1993,0,3,"4",3,0,0,0,"ukraine",46
3,3,3,3,2,1993,1,2,"6",2,0,0,0,"ukraine",1945
3,3,1,1,3,1993,0,1,"6",1,0,0,0,"ukraine",2266
2,1,1,1,3,1993,1,1,"2",1,0,0,0,"ukraine",1753
3,3,2,1,2,1993,1,2,"2",1,0,0,0,"ukraine",1327
5,2,2,1,2,1993,0,3,"1",3,0,0,1,"ukraine",1096
4,2,2,1,2,1993,1,3,"1",3,0,0,0,"ukraine",526
1,1,1,1,4,1993,0,2,"4",1,1,0,0,"ukraine",1148
3,3,1,1,3,1993,1,2,"1",1,0,0,0,"ukraine",2019
1,1,1,1,1,1993,1,2,"4",1,0,1,0,"ukraine",165
2,1,1,1,2,1993,1,3,"1",3,0,0,0,"ukraine",2110
1,1,1,1,3,1993,1,1,"4",1,1,0,0,"ukraine",1935
4,2,4,2,1,1993,0,2,"3",3,0,0,1,"ukraine",265
3,3,1,1,2,1993,0,3,"6",3,0,0,0,"ukraine",594
1,1,1,1,3,1993,1,3,"1",1,0,0,1,"ukraine",1203
1,1,1,1,4,1993,1,3,"6",1,1,0,0,"ukraine",1788
3,3,2,1,4,1993,0,2,"1",1,1,0,0,"ukraine",2410
1,1,1,1,4,1993,1,2,"5",1,0,0,0,"ukraine",192
1,1,1,1,2,1993,1,1,"2",1,0,0,0,"ukraine",751
3,3,1,1,1,1993,0,2,"1",3,0,0,0,"ukraine",179
3,3,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",809
3,3,3,3,4,1993,1,1,"4",3,0,0,0,"ukraine",401
1,1,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",1960
4,2,3,3,2,1993,0,3,"1",3,0,0,1,"ukraine",1312
3,3,1,1,3,1993,1,2,"2",3,1,0,0,"ukraine",2130
3,3,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",2375
3,3,1,1,3,1993,1,3,"1",3,0,0,0,"ukraine",2318
3,3,1,1,1,1993,1,1,"2",3,0,0,1,"ukraine",139
4,2,3,3,2,1993,0,2,"5",1,0,0,0,"ukraine",1344
4,2,3,3,4,1993,1,1,"6",2,1,0,0,"ukraine",2157
1,1,1,1,1,1993,0,1,"4",1,0,0,1,"ukraine",532
3,3,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",2378
3,3,1,1,4,1993,0,1,"6",1,1,0,0,"ukraine",1609
1,1,1,1,4,1993,1,2,"5",2,1,0,0,"ukraine",2012
4,2,3,3,4,1993,0,1,"6",1,1,0,0,"ukraine",2416
3,3,3,3,2,1993,1,1,"4",3,0,0,0,"ukraine",180
2,1,1,1,1,1993,0,1,"7",1,0,1,0,"ukraine",2362
3,3,2,1,2,1993,1,2,"1",3,0,0,0,"ukraine",1934
3,3,1,1,1,1993,0,2,"5",3,0,0,0,"ukraine",1811
3,3,2,1,1,1993,0,2,"5",3,0,0,1,"ukraine",649
3,3,2,1,1,1993,1,2,"1",3,0,0,0,"ukraine",2003
1,1,1,1,4,1993,0,2,"1",1,1,0,0,"ukraine",1791
3,3,1,1,2,1993,1,1,"5",1,0,0,1,"ukraine",696
3,3,1,1,4,1993,1,1,"2",1,0,0,0,"ukraine",1911
3,3,1,1,3,1993,1,1,"4",3,0,0,0,"ukraine",909
2,1,2,1,2,1993,1,3,"1",3,0,0,0,"ukraine",2517
4,2,1,1,2,1993,1,2,"4",3,0,0,0,"ukraine",936
3,3,3,3,1,1993,0,2,"5",1,0,0,1,"ukraine",1623
1,1,1,1,4,1993,1,2,"1",2,1,0,0,"ukraine",529
2,1,3,3,2,1993,1,1,"6",1,0,0,1,"ukraine",927
4,2,2,1,3,1993,1,1,"6",1,0,0,0,"ukraine",2407
2,1,1,1,3,1993,0,3,"4",2,0,0,0,"ukraine",1664
2,1,2,1,2,1993,0,2,"5",3,0,0,0,"ukraine",23
3,3,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",602
1,1,1,1,2,1993,0,3,"1",2,0,1,0,"ukraine",631
4,2,3,3,3,1993,1,3,"4",3,0,0,0,"ukraine",2377
3,3,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",2264
4,2,3,3,3,1993,0,3,"1",3,0,0,1,"ukraine",1373
1,1,1,1,2,1993,1,1,"1",3,0,0,0,"ukraine",420
3,3,1,1,4,1993,0,2,"1",3,1,0,1,"ukraine",2239
4,2,1,1,2,1993,1,3,"6",1,0,0,0,"ukraine",926
2,1,2,1,4,1993,0,3,"1",3,0,0,1,"ukraine",2278
5,2,1,1,3,1993,0,1,"5",3,0,0,0,"ukraine",588
1,1,1,1,2,1993,1,3,"4",3,0,0,1,"ukraine",473
2,1,2,1,1,1993,1,1,"2",3,0,0,1,"ukraine",1265
1,1,1,1,4,1993,0,2,"2",1,1,0,0,"ukraine",299
2,1,1,1,1,1993,0,1,"5",2,0,0,0,"ukraine",793
3,3,1,1,4,1993,0,2,"1",2,1,0,0,"ukraine",2380
3,3,2,1,2,1993,1,1,"5",1,0,0,0,"ukraine",29
1,1,1,1,2,1993,0,2,"1",2,0,1,1,"ukraine",1102
4,2,2,1,2,1993,1,3,"2",3,0,0,1,"ukraine",716
1,1,1,1,2,1993,0,2,"4",2,0,0,0,"ukraine",1055
4,2,1,1,3,1993,0,2,"5",3,0,0,1,"ukraine",2246
1,1,1,1,3,1993,0,2,"3",3,0,0,0,"ukraine",2114
1,1,1,1,3,1993,1,2,"2",2,0,0,0,"ukraine",488
4,2,1,1,4,1993,1,3,"4",1,1,0,0,"ukraine",184
1,1,1,1,1,1993,0,2,"5",2,0,0,1,"ukraine",2078
3,3,1,1,3,1993,1,2,"2",1,0,0,0,"ukraine",1086
3,3,4,2,1,1993,1,1,"1",2,0,0,0,"ukraine",2343
3,3,1,1,3,1993,0,2,"5",1,0,0,0,"ukraine",641
4,2,3,3,2,1993,1,2,"1",1,0,0,0,"ukraine",1974
3,3,2,1,2,1993,0,2,"4",3,0,0,0,"ukraine",1581
4,2,3,3,4,1993,1,1,"5",2,1,0,0,"ukraine",195
1,1,1,1,2,1993,1,1,"6",1,0,0,0,"ukraine",1624
3,3,1,1,2,1993,1,2,"5",1,0,0,0,"ukraine",1942
2,1,2,1,1,1993,0,2,"4",3,0,0,1,"ukraine",1058
1,1,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",752
4,2,2,1,4,1993,1,1,"6",1,1,0,0,"ukraine",1038
2,1,2,1,2,1993,1,2,"1",1,0,0,1,"ukraine",280
5,2,2,1,2,1993,0,1,"4",3,0,0,0,"ukraine",632
2,1,1,1,3,1993,0,1,"4",3,0,0,0,"ukraine",430
3,3,2,1,3,1993,0,1,"6",2,0,0,0,"ukraine",2409
4,2,2,1,2,1993,1,3,"1",3,0,0,0,"ukraine",1851
4,2,2,1,2,1993,1,1,"3",3,0,0,1,"ukraine",1733
1,1,1,1,3,1993,1,3,"1",3,0,0,1,"ukraine",893
3,3,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",1610
3,3,3,3,3,1993,1,1,"4",3,0,0,0,"ukraine",2199
3,3,2,1,2,1993,0,2,"4",1,0,0,0,"ukraine",1933
3,3,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",1984
3,3,1,1,4,1993,1,1,"7",1,1,0,0,"ukraine",1227
4,2,2,1,2,1993,0,3,"1",3,0,1,0,"ukraine",2482
4,2,5,2,1,1993,0,2,"7",3,0,1,1,"ukraine",1814
3,3,1,1,1,1993,0,1,"4",3,0,0,0,"ukraine",507
1,1,2,1,2,1993,1,1,"4",1,0,0,1,"ukraine",1785
3,3,1,1,3,1993,0,1,"5",1,0,0,0,"ukraine",1300
3,3,2,1,2,1993,0,2,"4",2,0,0,0,"ukraine",2109
2,1,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",2142
2,1,1,1,3,1993,0,2,"5",2,0,0,0,"ukraine",2059
1,1,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",447
2,1,3,3,3,1993,0,3,"1",3,0,0,1,"ukraine",2073
4,2,2,1,4,1993,1,1,"6",1,1,0,0,"ukraine",1558
4,2,5,2,1,1993,1,3,"3",3,0,0,1,"ukraine",1985
3,3,1,1,2,1993,1,2,"1",3,0,0,0,"ukraine",968
3,3,1,1,4,1993,0,1,"4",1,1,0,0,"ukraine",267
4,2,1,1,2,1993,1,2,"2",1,0,0,0,"ukraine",962
1,1,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",253
2,1,4,2,2,1993,1,2,"1",1,0,0,0,"ukraine",1333
3,3,1,1,4,1993,0,1,"4",3,1,0,0,"ukraine",200
3,3,3,3,3,1993,1,2,"1",3,1,0,1,"ukraine",864
3,3,3,3,1,1993,1,1,"2",1,0,0,0,"ukraine",1627
3,3,2,1,1,1993,1,2,"1",3,0,0,1,"ukraine",1308
2,1,2,1,4,1993,1,1,"6",1,1,0,0,"ukraine",1342
1,1,1,1,4,1993,0,2,"2",1,1,0,0,"ukraine",369
4,2,4,2,2,1993,0,2,"5",1,0,0,0,"ukraine",458
3,3,1,1,3,1993,1,3,"2",2,0,0,0,"ukraine",670
3,3,1,1,3,1993,1,2,"4",3,0,0,0,"ukraine",176
1,1,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",1495
2,1,1,1,3,1993,1,3,"1",1,1,0,0,"ukraine",963
3,3,1,1,4,1993,0,2,"1",3,1,0,1,"ukraine",2035
4,2,1,1,2,1993,0,1,"5",2,0,0,0,"ukraine",1781
3,3,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",1550
1,1,1,1,2,1993,1,3,"1",2,0,0,0,"ukraine",2101
1,1,1,1,2,1993,1,2,"1",3,0,0,0,"ukraine",378
1,1,1,1,1,1993,0,2,"5",2,0,0,0,"ukraine",106
1,1,1,1,1,1993,0,1,"7",2,0,1,0,"ukraine",1217
3,3,2,1,2,1993,1,1,"2",1,0,0,0,"ukraine",2341
2,1,2,1,3,1993,1,2,"2",3,0,0,0,"ukraine",1659
4,2,2,1,1,1993,1,3,"2",1,0,0,0,"ukraine",2457
1,1,1,1,4,1993,0,1,"4",1,1,0,0,"ukraine",65
3,3,2,1,3,1993,1,1,"7",3,0,0,1,"ukraine",1085
1,1,1,1,3,1993,1,1,"1",1,0,0,0,"ukraine",1016
1,1,1,1,2,1993,1,2,"5",1,0,0,0,"ukraine",145
3,3,1,1,2,1993,1,2,"5",2,0,0,0,"ukraine",183
3,3,1,1,3,1993,1,3,"1",3,0,0,0,"ukraine",459
4,2,1,1,2,1993,0,1,"4",3,0,0,0,"ukraine",1966
3,3,1,1,2,1993,1,1,"4",2,0,0,0,"ukraine",1536
2,1,2,1,3,1993,0,1,"4",3,0,0,0,"ukraine",1883
2,1,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",770
3,3,1,1,1,1993,0,1,"4",2,0,1,0,"ukraine",952
4,2,4,2,1,1993,1,3,"4",3,0,0,0,"ukraine",1095
3,3,1,1,2,1993,1,1,"5",1,0,0,0,"ukraine",1640
3,3,2,1,4,1993,0,1,"6",1,1,0,0,"ukraine",2360
3,3,4,2,2,1993,1,2,"2",3,0,0,0,"ukraine",116
3,3,1,1,3,1993,0,1,"4",3,0,0,0,"ukraine",1598
2,1,1,1,1,1993,1,1,"4",1,0,0,0,"ukraine",2387
1,1,1,1,2,1993,0,2,"5",1,0,0,0,"ukraine",1926
3,3,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",1157
4,2,2,1,4,1993,0,1,"6",1,1,0,0,"ukraine",1465
3,3,1,1,4,1993,1,2,"2",1,1,0,0,"ukraine",1194
1,1,1,1,4,1993,0,1,"4",1,1,0,0,"ukraine",2433
1,1,1,1,3,1993,1,2,"1",3,1,0,0,"ukraine",2487
3,3,1,1,2,1993,0,2,"4",3,0,0,0,"ukraine",1027
3,3,1,1,2,1993,1,2,"4",3,0,0,0,"ukraine",123
3,3,1,1,1,1993,0,1,"6",1,0,0,0,"ukraine",2292
4,2,2,1,4,1993,1,2,"1",2,0,0,0,"ukraine",174
3,3,4,2,1,1993,1,1,"2",1,0,0,0,"ukraine",2279
3,3,3,3,4,1993,1,3,"1",3,0,0,0,"ukraine",737
4,2,4,2,2,1993,0,3,"1",3,0,0,1,"ukraine",172
1,1,1,1,4,1993,0,3,"7",2,1,0,0,"ukraine",324
3,3,2,1,2,1993,1,1,"7",3,0,0,0,"ukraine",745
3,3,3,3,4,1993,0,3,"1",3,1,0,0,"ukraine",672
1,1,1,1,3,1993,0,2,"1",4,0,0,0,"ukraine",2480
2,1,1,1,1,1993,1,1,"6",2,0,0,0,"ukraine",2058
4,2,3,3,2,1993,0,3,"1",3,0,0,1,"ukraine",1857
1,1,2,1,2,1993,0,3,"1",3,0,0,1,"ukraine",800
4,2,2,1,2,1993,0,2,"1",3,0,0,0,"ukraine",889
1,1,1,1,4,1993,0,3,"1",1,1,0,0,"ukraine",656
1,1,1,1,3,1993,1,2,"1",1,0,0,0,"ukraine",2310
3,3,1,1,4,1993,1,1,"4",1,1,0,0,"ukraine",519
4,2,4,2,2,1993,0,2,"1",3,0,0,0,"ukraine",1973
4,2,2,1,2,1993,0,2,"4",2,0,0,1,"ukraine",1976
1,1,1,1,4,1993,1,1,"6",1,1,0,0,"ukraine",1171
3,3,1,1,3,1993,0,3,"1",3,0,0,1,"ukraine",283
4,2,2,1,3,1993,0,1,"4",2,0,0,1,"ukraine",1908
4,2,1,1,2,1993,1,3,"1",3,0,0,0,"ukraine",1552
3,3,2,1,3,1993,1,1,"1",3,1,0,1,"ukraine",156
3,3,1,1,4,1993,1,1,"2",3,1,0,0,"ukraine",585
3,3,1,1,3,1993,1,1,"5",2,1,0,1,"ukraine",297
3,3,1,1,4,1993,0,3,"1",3,0,0,0,"ukraine",1131
1,1,1,1,4,1993,1,2,"1",1,1,0,0,"ukraine",216
3,3,1,1,2,1993,0,1,"4",1,0,0,0,"ukraine",2373
4,2,3,3,2,1993,0,1,"5",3,0,0,0,"ukraine",791
3,3,1,1,4,1993,1,1,"6",2,1,0,0,"ukraine",758
4,2,2,1,2,1993,1,2,"5",3,0,0,1,"ukraine",424
1,1,3,3,1,1993,1,1,"1",2,0,0,0,"ukraine",1525
3,3,2,1,1,1993,1,3,"4",3,0,0,1,"ukraine",2048
3,3,3,3,1,1993,1,1,"7",2,0,1,0,"ukraine",642
4,2,4,2,2,1993,1,2,"4",2,0,0,0,"ukraine",1713
4,2,1,1,4,1993,0,3,"1",3,0,0,1,"ukraine",49
3,3,1,1,4,1993,1,1,"5",1,1,0,0,"ukraine",1380
4,2,1,1,1,1993,0,2,"6",1,0,0,0,"ukraine",1454
