"stdliv_next5","stdliv_next5_di","stdliv_past5","stdliv_past5_di","cat_age","wave","female","education","EGP6","income","pensions","unemployed","car_owner","cntry","y1"
3,3,1,1,3,1993,1,1,"6",1,1,0,0,"bulgaria",62
3,3,1,1,3,1993,0,3,"1",3,0,0,1,"bulgaria",1296
2,1,2,1,3,1993,0,2,"5",2,0,0,0,"bulgaria",1083
1,1,1,1,4,1993,0,1,"5",1,1,0,0,"bulgaria",1913
1,1,3,3,2,1993,0,3,"3",1,0,1,1,"bulgaria",16
1,1,1,1,3,1993,0,2,"3",1,0,0,1,"bulgaria",342
4,2,4,2,3,1993,0,3,"1",3,0,0,1,"bulgaria",242
3,3,1,1,1,1993,0,2,"7",1,0,1,0,"bulgaria",525
4,2,2,1,2,1993,1,2,"2",3,0,0,1,"bulgaria",182
2,1,4,2,4,1993,1,3,"1",3,0,0,0,"bulgaria",1421
3,3,1,1,1,1993,1,3,"2",2,0,0,1,"bulgaria",1129
4,2,5,2,2,1993,1,3,"5",3,0,0,1,"bulgaria",533
3,3,3,3,1,1993,1,3,"1",2,0,0,0,"bulgaria",1381
3,3,3,3,2,1993,1,2,"5",1,0,0,0,"bulgaria",363
1,1,1,1,4,1993,1,1,"4",2,1,0,0,"bulgaria",1341
3,3,3,3,1,1993,0,3,"4",3,0,0,1,"bulgaria",1190
3,3,1,1,4,1993,1,2,"7",2,1,0,0,"bulgaria",229
2,1,3,3,2,1993,0,3,"6",3,0,0,0,"bulgaria",1811
3,3,2,1,4,1993,0,1,"6",2,1,0,0,"bulgaria",47
2,1,1,1,4,1993,1,2,"6",2,1,0,0,"bulgaria",636
3,3,3,3,3,1993,0,2,"4",2,0,0,1,"bulgaria",1241
1,1,1,1,1,1993,0,1,"5",2,0,0,0,"bulgaria",408
3,3,2,1,1,1993,1,3,"7",2,0,1,0,"bulgaria",658
1,1,1,1,2,1993,0,3,"1",3,0,0,1,"bulgaria",1552
1,1,1,1,1,1993,0,2,"5",2,0,0,0,"bulgaria",698
1,1,1,1,4,1993,1,1,"1",2,1,0,0,"bulgaria",615
3,3,1,1,2,1993,0,3,"5",3,0,0,1,"bulgaria",530
3,3,3,3,4,1993,1,1,"6",2,1,0,0,"bulgaria",461
4,2,2,1,2,1993,0,2,"5",2,0,0,1,"bulgaria",660
3,3,2,1,2,1993,0,3,"5",3,0,0,1,"bulgaria",223
4,2,5,2,3,1993,0,2,"5",2,0,0,1,"bulgaria",792
4,2,3,3,3,1993,0,3,"1",3,0,0,1,"bulgaria",864
3,3,1,1,2,1993,0,3,"4",3,0,0,0,"bulgaria",1535
4,2,1,1,3,1993,0,2,"6",3,0,0,0,"bulgaria",304
3,3,2,1,3,1993,0,2,"5",2,1,0,1,"bulgaria",739
4,2,2,1,4,1993,1,1,"6",2,1,0,0,"bulgaria",1311
3,3,3,3,1,1993,0,3,"7",2,0,0,1,"bulgaria",1452
1,1,1,1,4,1993,0,2,"6",2,1,0,0,"bulgaria",1167
3,3,2,1,1,1993,1,3,"3",3,0,0,1,"bulgaria",1717
2,1,2,1,2,1993,1,2,"4",4,1,0,1,"bulgaria",1765
3,3,2,1,2,1993,1,3,"1",3,0,0,0,"bulgaria",1672
2,1,1,1,4,1993,0,2,"1",2,1,0,0,"bulgaria",733
3,3,1,1,4,1993,0,1,"7",2,1,0,0,"bulgaria",1432
2,1,2,1,2,1993,0,3,"5",3,0,0,1,"bulgaria",710
1,1,1,1,4,1993,0,2,"2",2,1,0,0,"bulgaria",1467
3,3,1,1,2,1993,1,2,"2",2,0,0,0,"bulgaria",1670
2,1,1,1,1,1993,0,3,"4",3,0,0,0,"bulgaria",1318
1,1,1,1,4,1993,1,1,"6",2,1,0,1,"bulgaria",1592
1,1,1,1,3,1993,0,2,"5",3,0,0,0,"bulgaria",1515
1,1,1,1,2,1993,1,2,"6",3,0,0,0,"bulgaria",1787
2,1,2,1,2,1993,1,2,"2",3,1,0,0,"bulgaria",504
3,3,5,2,2,1993,1,3,"1",3,0,0,1,"bulgaria",1816
3,3,3,3,4,1993,1,3,"1",2,1,0,0,"bulgaria",1568
1,1,1,1,1,1993,0,2,"6",2,0,0,1,"bulgaria",1655
2,1,2,1,1,1993,0,2,"5",3,1,0,0,"bulgaria",1202
4,2,2,1,2,1993,1,3,"1",3,0,0,1,"bulgaria",744
2,1,1,1,4,1993,1,2,"7",2,1,0,0,"bulgaria",1910
1,1,1,1,3,1993,1,1,"5",2,0,0,0,"bulgaria",416
3,3,3,3,4,1993,0,2,"6",2,1,0,1,"bulgaria",365
2,1,1,1,4,1993,1,1,"6",2,1,0,0,"bulgaria",403
4,2,4,2,3,1993,1,3,"4",3,0,0,0,"bulgaria",743
1,1,1,1,4,1993,0,1,"2",2,1,0,0,"bulgaria",1006
4,2,5,2,2,1993,1,3,"1",3,0,0,1,"bulgaria",1760
2,1,2,1,1,1993,1,3,"4",3,0,0,1,"bulgaria",1720
3,3,3,3,3,1993,1,2,"4",3,0,0,1,"bulgaria",1547
3,3,1,1,4,1993,0,1,"5",2,0,0,0,"bulgaria",551
3,3,1,1,1,1993,1,2,"1",4,0,0,0,"bulgaria",1357
3,3,1,1,3,1993,1,3,"1",3,0,0,1,"bulgaria",1041
3,3,1,1,1,1993,0,3,"7",2,0,1,1,"bulgaria",194
3,3,1,1,4,1993,0,1,"6",2,1,0,0,"bulgaria",1777
4,2,1,1,4,1993,0,1,"5",2,1,0,1,"bulgaria",886
3,3,1,1,1,1993,1,3,"2",2,0,0,1,"bulgaria",507
4,2,1,1,2,1993,1,3,"5",2,0,0,0,"bulgaria",546
1,1,3,3,3,1993,0,3,"2",2,0,0,1,"bulgaria",1775
3,3,2,1,3,1993,1,3,"1",3,0,0,1,"bulgaria",1512
3,3,1,1,4,1993,1,1,"6",2,1,0,0,"bulgaria",64
5,2,3,3,1,1993,1,2,"7",3,0,1,0,"bulgaria",208
2,1,2,1,2,1993,1,3,"1",3,0,0,0,"bulgaria",39
1,1,1,1,3,1993,0,1,"5",2,0,1,0,"bulgaria",843
3,3,1,1,3,1993,1,3,"1",2,0,0,1,"bulgaria",210
4,2,2,1,2,1993,1,3,"2",3,0,0,1,"bulgaria",1086
1,1,1,1,3,1993,1,3,"2",2,0,1,1,"bulgaria",1220
3,3,3,3,4,1993,1,3,"4",2,1,0,0,"bulgaria",832
3,3,2,1,2,1993,0,3,"5",2,0,0,1,"bulgaria",1312
3,3,2,1,2,1993,0,2,"6",3,1,1,1,"bulgaria",923
1,1,1,1,2,1993,0,2,"5",2,0,1,0,"bulgaria",841
3,3,2,1,3,1993,1,1,"6",3,0,1,1,"bulgaria",1685
1,1,2,1,4,1993,1,2,"6",2,1,0,0,"bulgaria",147
4,2,3,3,2,1993,1,3,"1",3,0,0,1,"bulgaria",1904
4,2,4,2,2,1993,1,3,"1",3,0,0,0,"bulgaria",1299
1,1,3,3,3,1993,0,3,"5",3,0,0,1,"bulgaria",516
3,3,1,1,3,1993,0,2,"5",3,0,0,1,"bulgaria",548
4,2,3,3,1,1993,0,2,"5",3,0,0,0,"bulgaria",1200
3,3,3,3,4,1993,0,3,"5",2,1,0,0,"bulgaria",459
4,2,1,1,4,1993,1,2,"5",2,1,0,0,"bulgaria",1615
3,3,4,2,1,1993,0,2,"4",3,0,0,1,"bulgaria",952
2,1,5,2,2,1993,1,3,"1",4,0,0,1,"bulgaria",179
1,1,1,1,3,1993,0,3,"1",2,0,0,1,"bulgaria",1102
3,3,1,1,2,1993,0,3,"1",2,0,1,0,"bulgaria",863
3,3,2,1,1,1993,0,3,"5",2,0,0,0,"bulgaria",1673
3,3,1,1,4,1993,0,2,"1",2,1,0,0,"bulgaria",1676
5,2,1,1,4,1993,0,1,"5",2,1,0,0,"bulgaria",392
3,3,1,1,3,1993,1,2,"5",3,0,0,1,"bulgaria",1408
3,3,4,2,2,1993,1,3,"1",3,0,0,0,"bulgaria",299
3,3,4,2,4,1993,1,2,"5",3,1,0,1,"bulgaria",890
2,1,1,1,2,1993,1,3,"4",3,0,0,1,"bulgaria",25
1,1,1,1,3,1993,1,2,"5",2,1,1,0,"bulgaria",1707
4,2,1,1,1,1993,1,3,"3",2,0,1,1,"bulgaria",1906
3,3,1,1,4,1993,1,2,"5",2,1,0,0,"bulgaria",1567
1,1,1,1,3,1993,1,3,"4",3,0,0,0,"bulgaria",770
4,2,3,3,2,1993,1,3,"1",3,0,0,0,"bulgaria",1245
1,1,1,1,2,1993,1,3,"1",3,0,0,1,"bulgaria",1767
1,1,1,1,4,1993,1,1,"6",2,1,0,0,"bulgaria",1166
1,1,1,1,4,1993,1,1,"4",2,1,0,0,"bulgaria",1465
2,1,1,1,4,1993,1,2,"6",2,1,0,0,"bulgaria",391
3,3,2,1,4,1993,0,1,"6",2,1,0,0,"bulgaria",509
4,2,3,3,2,1993,0,3,"3",3,0,0,1,"bulgaria",186
3,3,2,1,4,1993,0,2,"4",2,1,0,0,"bulgaria",794
3,3,1,1,3,1993,1,3,"1",2,1,0,0,"bulgaria",984
1,1,1,1,3,1993,0,3,"5",2,0,1,0,"bulgaria",1069
3,3,3,3,4,1993,1,2,"6",2,1,0,0,"bulgaria",926
2,1,1,1,1,1993,1,3,"2",3,0,0,0,"bulgaria",1756
1,1,1,1,2,1993,0,2,"5",2,0,1,1,"bulgaria",1071
4,2,1,1,2,1993,1,2,"4",2,0,0,1,"bulgaria",1858
3,3,2,1,4,1993,0,2,"5",2,1,0,0,"bulgaria",128
2,1,1,1,4,1993,1,1,"6",2,1,0,0,"bulgaria",643
4,2,3,3,2,1993,1,3,"5",3,0,0,0,"bulgaria",535
4,2,1,1,4,1993,0,2,"1",2,1,0,1,"bulgaria",325
2,1,2,1,2,1993,0,3,"4",3,0,0,1,"bulgaria",1534
2,1,2,1,4,1993,0,1,"6",2,1,0,0,"bulgaria",1595
3,3,2,1,3,1993,0,3,"1",3,0,0,1,"bulgaria",432
1,1,1,1,2,1993,1,2,"5",2,0,0,1,"bulgaria",1504
3,3,1,1,4,1993,1,3,"1",2,1,0,0,"bulgaria",936
1,1,3,3,3,1993,1,2,"5",2,0,0,1,"bulgaria",287
1,1,1,1,2,1993,1,2,"5",2,0,0,1,"bulgaria",383
3,3,2,1,2,1993,0,3,"5",3,0,0,1,"bulgaria",649
2,1,1,1,2,1993,1,3,"4",2,0,0,0,"bulgaria",379
1,1,1,1,2,1993,1,1,"5",2,0,0,0,"bulgaria",912
2,1,2,1,2,1993,1,3,"4",3,0,1,0,"bulgaria",1066
1,1,1,1,4,1993,1,1,"6",2,1,0,0,"bulgaria",931
1,1,1,1,2,1993,0,3,"1",2,0,1,0,"bulgaria",702
2,1,1,1,4,1993,0,1,"6",2,1,0,0,"bulgaria",638
1,1,1,1,4,1993,1,1,"7",2,1,0,0,"bulgaria",1052
3,3,1,1,4,1993,0,1,"6",2,1,0,0,"bulgaria",132
2,1,1,1,4,1993,0,2,"6",2,1,0,0,"bulgaria",648
3,3,3,3,4,1993,0,3,"4",2,1,0,0,"bulgaria",1622
1,1,1,1,2,1993,1,2,"5",2,0,0,0,"bulgaria",974
1,1,1,1,2,1993,0,2,"5",2,0,1,0,"bulgaria",845
4,2,3,3,2,1993,1,3,"4",2,0,1,1,"bulgaria",1067
2,1,2,1,2,1993,1,2,"5",3,0,0,0,"bulgaria",1735
1,1,1,1,4,1993,1,1,"6",2,1,0,0,"bulgaria",544
3,3,1,1,3,1993,0,3,"5",3,1,0,1,"bulgaria",322
3,3,1,1,2,1993,1,2,"5",2,0,1,0,"bulgaria",11
3,3,1,1,3,1993,0,2,"4",3,0,1,1,"bulgaria",1448
4,2,1,1,2,1993,1,2,"5",3,0,0,1,"bulgaria",972
1,1,2,1,3,1993,0,2,"4",3,0,0,0,"bulgaria",286
2,1,3,3,3,1993,1,3,"1",2,1,1,1,"bulgaria",1244
2,1,2,1,2,1993,1,3,"1",3,0,0,1,"bulgaria",1719
4,2,4,2,4,1993,0,3,"1",3,0,0,1,"bulgaria",560
3,3,2,1,3,1993,0,1,"5",2,1,0,1,"bulgaria",966
1,1,1,1,4,1993,0,3,"1",2,1,0,0,"bulgaria",1433
3,3,1,1,1,1993,1,2,"2",2,0,0,0,"bulgaria",1351
3,3,1,1,3,1993,0,3,"1",2,0,0,1,"bulgaria",716
1,1,1,1,4,1993,0,1,"6",2,1,0,0,"bulgaria",1109
2,1,1,1,3,1993,0,2,"3",2,0,0,0,"bulgaria",493
2,1,1,1,3,1993,0,2,"6",2,1,0,0,"bulgaria",1154
4,2,3,3,1,1993,1,2,"5",2,0,0,1,"bulgaria",1277
3,3,3,3,4,1993,1,1,"6",2,1,0,0,"bulgaria",364
3,3,2,1,2,1993,0,3,"6",2,0,0,1,"bulgaria",1477
5,2,4,2,3,1993,0,3,"1",3,0,0,1,"bulgaria",521
2,1,1,1,1,1993,1,2,"6",3,0,0,0,"bulgaria",1786
1,1,1,1,1,1993,0,2,"7",3,0,1,0,"bulgaria",1578
1,1,1,1,3,1993,0,3,"5",2,0,0,0,"bulgaria",1854
2,1,1,1,4,1993,0,2,"5",2,1,0,0,"bulgaria",1510
3,3,2,1,1,1993,1,2,"4",3,0,1,1,"bulgaria",139
3,3,1,1,4,1993,1,2,"7",2,1,0,1,"bulgaria",970
3,3,3,3,1,1993,1,3,"2",3,0,0,1,"bulgaria",440
1,1,1,1,3,1993,1,1,"5",2,1,0,0,"bulgaria",1464
3,3,3,3,2,1993,0,3,"4",3,0,0,1,"bulgaria",1870
2,1,2,1,4,1993,1,1,"6",3,1,0,1,"bulgaria",1590
3,3,1,1,3,1993,1,1,"6",2,1,0,0,"bulgaria",22
3,3,1,1,4,1993,0,1,"6",2,1,0,0,"bulgaria",85
3,3,1,1,4,1993,1,1,"6",2,1,0,0,"bulgaria",1179
4,2,1,1,4,1993,0,2,"1",2,1,0,0,"bulgaria",1330
1,1,1,1,3,1993,1,2,"6",3,1,0,0,"bulgaria",126
3,3,2,1,1,1993,1,3,"4",2,0,0,1,"bulgaria",582
2,1,1,1,4,1993,1,1,"7",2,1,0,0,"bulgaria",53
3,3,3,3,3,1993,0,3,"4",3,0,0,1,"bulgaria",1275
3,3,2,1,1,1993,0,3,"5",2,0,0,1,"bulgaria",1875
2,1,1,1,4,1993,1,2,"1",3,1,0,1,"bulgaria",1274
1,1,1,1,4,1993,0,3,"4",2,1,0,1,"bulgaria",166
4,2,4,2,2,1993,0,3,"4",3,0,0,1,"bulgaria",96
3,3,2,1,4,1993,1,2,"6",2,1,0,0,"bulgaria",1609
1,1,1,1,4,1993,1,1,"5",3,1,0,1,"bulgaria",775
2,1,4,2,3,1993,1,3,"2",3,0,0,0,"bulgaria",1505
3,3,4,2,2,1993,1,3,"1",3,0,0,0,"bulgaria",1399
3,3,2,1,2,1993,1,3,"1",2,0,0,1,"bulgaria",1144
3,3,3,3,2,1993,0,2,"4",3,0,0,1,"bulgaria",1508
3,3,3,3,2,1993,0,3,"1",3,0,0,0,"bulgaria",214
2,1,2,1,4,1993,1,2,"5",2,1,0,0,"bulgaria",1137
4,2,2,1,1,1993,0,3,"5",3,0,0,1,"bulgaria",1353
2,1,1,1,3,1993,0,3,"1",3,1,0,0,"bulgaria",1379
3,3,3,3,2,1993,1,3,"6",3,0,1,1,"bulgaria",1561
4,2,4,2,2,1993,1,2,"2",3,0,0,1,"bulgaria",189
3,3,2,1,2,1993,1,3,"2",3,0,0,1,"bulgaria",211
3,3,1,1,2,1993,1,1,"5",2,0,1,0,"bulgaria",1608
3,3,1,1,4,1993,1,1,"5",2,1,0,0,"bulgaria",559
3,3,1,1,4,1993,1,2,"4",2,1,0,0,"bulgaria",1310
4,2,1,1,4,1993,0,3,"1",2,1,0,0,"bulgaria",1298
1,1,4,2,4,1993,0,3,"1",3,0,0,1,"bulgaria",483
4,2,4,2,2,1993,0,3,"1",3,0,0,0,"bulgaria",474
1,1,1,1,4,1993,1,2,"6",2,1,0,0,"bulgaria",971
3,3,1,1,4,1993,0,1,"5",2,1,0,0,"bulgaria",1643
1,1,1,1,3,1993,1,1,"4",2,1,0,0,"bulgaria",842
2,1,2,1,3,1993,1,3,"1",2,0,0,1,"bulgaria",1136
3,3,1,1,3,1993,0,3,"4",3,1,0,1,"bulgaria",711
3,3,1,1,3,1993,1,3,"1",2,1,0,1,"bulgaria",1359
3,3,2,1,2,1993,1,3,"1",2,0,1,0,"bulgaria",1886
3,3,1,1,4,1993,1,3,"2",2,1,0,0,"bulgaria",579
1,1,2,1,3,1993,1,3,"1",3,0,0,0,"bulgaria",1571
3,3,1,1,2,1993,0,3,"1",3,0,0,1,"bulgaria",84
4,2,1,1,3,1993,1,1,"2",3,0,0,0,"bulgaria",1272
4,2,2,1,3,1993,0,2,"4",3,1,0,1,"bulgaria",812
4,2,3,3,3,1993,1,2,"1",2,0,0,1,"czech",512
3,3,2,1,3,1993,0,2,"2",2,0,0,0,"czech",1231
3,3,3,3,2,1993,1,3,"1",3,0,0,1,"czech",8
3,3,4,2,4,1993,1,1,"6",1,1,0,0,"czech",127
3,3,4,2,4,1993,0,3,"1",3,1,0,1,"czech",1067
4,2,1,1,1,1993,0,2,"1",1,0,0,1,"czech",344
3,3,3,3,1,1993,1,2,"2",3,0,0,1,"czech",1440
3,3,2,1,1,1993,0,1,"2",2,0,0,0,"czech",1470
3,3,2,1,2,1993,1,2,"2",3,0,0,1,"czech",362
3,3,2,1,4,1993,0,2,"1",1,1,0,0,"czech",751
4,2,2,1,3,1993,0,1,"5",2,0,0,1,"czech",791
3,3,2,1,3,1993,0,1,"4",2,0,0,1,"czech",932
4,2,3,3,2,1993,0,1,"4",3,0,0,1,"czech",24
5,2,3,3,3,1993,1,2,"2",2,0,0,1,"czech",403
2,1,3,3,2,1993,0,1,"1",1,0,0,1,"czech",663
4,2,4,2,4,1993,1,2,"2",1,1,0,1,"czech",605
3,3,1,1,2,1993,1,1,"4",2,0,0,1,"czech",466
2,1,2,1,3,1993,0,1,"4",2,0,0,0,"czech",939
3,3,1,1,4,1993,1,1,"7",1,1,0,0,"czech",640
4,2,4,2,3,1993,0,2,"4",3,0,0,1,"czech",754
1,1,2,1,3,1993,0,1,"4",3,0,0,0,"czech",241
4,2,3,3,2,1993,1,2,"2",2,0,0,1,"czech",775
3,3,1,1,3,1993,1,1,"2",1,1,0,0,"czech",1214
3,3,2,1,2,1993,0,1,"4",2,0,0,0,"czech",428
3,3,4,2,2,1993,0,1,"2",3,0,0,1,"czech",1395
2,1,2,1,4,1993,0,3,"1",2,1,0,1,"czech",1379
4,2,3,3,2,1993,0,2,"4",3,0,0,1,"czech",104
2,1,3,3,3,1993,1,1,"5",1,0,0,0,"czech",207
4,2,3,3,1,1993,0,3,"1",3,0,0,0,"czech",738
3,3,5,2,1,1993,0,1,"3",3,0,0,1,"czech",827
2,1,3,3,4,1993,0,2,"1",1,1,0,0,"czech",1192
5,2,4,2,1,1993,1,1,"4",2,0,0,0,"czech",331
1,1,1,1,2,1993,0,2,"1",1,0,0,0,"czech",1248
2,1,3,3,2,1993,0,1,"4",3,0,0,1,"czech",1439
2,1,1,1,4,1993,1,3,"1",1,1,0,0,"czech",1007
2,1,3,3,3,1993,0,3,"1",3,0,0,1,"czech",504
2,1,1,1,2,1993,0,1,"5",2,0,0,1,"czech",53
4,2,3,3,1,1993,1,2,"2",3,0,0,0,"czech",924
3,3,4,2,3,1993,1,3,"1",3,0,0,1,"czech",1122
4,2,2,1,1,1993,1,1,"4",1,0,1,0,"czech",421
4,2,4,2,1,1993,1,2,"2",3,0,0,1,"czech",36
3,3,4,2,2,1993,1,1,"2",1,0,0,1,"czech",83
4,2,1,1,2,1993,1,2,"2",1,0,0,0,"czech",372
4,2,2,1,4,1993,1,1,"5",1,1,0,1,"czech",612
3,3,3,3,3,1993,1,2,"2",3,0,0,1,"czech",238
1,1,3,3,3,1993,1,2,"1",3,0,0,1,"czech",585
3,3,3,3,3,1993,0,1,"4",2,0,0,1,"czech",326
3,3,2,1,4,1993,1,1,"5",2,1,0,0,"czech",199
3,3,1,1,4,1993,1,1,"4",1,1,0,0,"czech",1368
3,3,5,2,3,1993,1,2,"2",2,0,0,0,"czech",1461
4,2,4,2,2,1993,1,2,"1",3,0,0,1,"czech",1456
3,3,3,3,2,1993,0,2,"4",3,0,0,1,"czech",896
2,1,2,1,4,1993,0,1,"4",1,1,0,0,"czech",817
4,2,3,3,4,1993,1,1,"5",1,1,0,0,"czech",813
3,3,3,3,1,1993,1,1,"5",2,0,0,0,"czech",1334
3,3,3,3,2,1993,0,1,"4",2,0,0,1,"czech",852
3,3,3,3,1,1993,0,1,"6",2,0,0,1,"czech",193
4,2,4,2,3,1993,0,2,"1",3,0,0,1,"czech",1383
3,3,1,1,4,1993,0,3,"1",2,1,0,1,"czech",1285
4,2,3,3,2,1993,1,1,"2",2,0,0,1,"czech",1052
4,2,3,3,2,1993,0,1,"5",2,0,0,1,"czech",759
4,2,4,2,4,1993,0,1,"1",1,1,0,1,"czech",142
4,2,4,2,3,1993,1,3,"1",1,0,0,1,"czech",1113
3,3,4,2,3,1993,0,3,"1",3,0,0,1,"czech",1504
3,3,1,1,3,1993,0,1,"5",1,0,0,0,"czech",229
3,3,4,2,3,1993,1,3,"1",3,0,0,1,"czech",1515
4,2,4,2,3,1993,1,3,"1",3,0,0,1,"czech",1119
3,3,3,3,2,1993,0,1,"6",2,0,0,0,"czech",973
3,3,3,3,4,1993,1,3,"2",2,0,0,1,"czech",618
3,3,3,3,3,1993,0,1,"4",2,0,0,1,"czech",1492
4,2,4,2,1,1993,1,2,"1",3,0,0,1,"czech",513
2,1,3,3,4,1993,1,1,"2",1,1,0,1,"czech",760
3,3,3,3,2,1993,1,2,"2",3,0,0,1,"czech",246
3,3,1,1,3,1993,1,1,"4",2,1,0,0,"czech",434
3,3,3,3,4,1993,1,1,"5",1,1,0,1,"czech",1218
2,1,2,1,4,1993,0,1,"6",1,1,0,0,"czech",397
3,3,2,1,4,1993,1,3,"1",2,1,0,1,"czech",1505
3,3,1,1,4,1993,1,1,"4",1,1,0,0,"czech",221
1,1,1,1,4,1993,0,1,"1",1,1,0,1,"czech",170
3,3,2,1,2,1993,1,3,"1",2,0,0,0,"czech",381
4,2,3,3,1,1993,0,1,"7",3,0,0,0,"czech",1070
3,3,2,1,3,1993,1,3,"1",3,0,0,1,"czech",1232
4,2,4,2,2,1993,1,1,"2",3,0,0,1,"czech",383
3,3,2,1,2,1993,1,2,"2",2,0,0,1,"czech",503
2,1,3,3,3,1993,1,3,"1",3,0,0,1,"czech",555
3,3,2,1,3,1993,0,2,"1",2,0,0,1,"czech",1197
2,1,1,1,3,1993,1,1,"6",1,0,0,0,"czech",1008
3,3,1,1,1,1993,0,1,"1",2,0,0,0,"czech",969
3,3,2,1,2,1993,1,2,"1",3,0,0,1,"czech",1352
1,1,2,1,2,1993,1,1,"5",3,0,0,0,"czech",1484
4,2,2,1,2,1993,1,2,"1",2,0,0,0,"czech",379
4,2,4,2,1,1993,1,2,"1",3,0,0,1,"czech",1148
3,3,2,1,4,1993,0,1,"4",1,1,0,1,"czech",18
2,1,3,3,4,1993,1,3,"1",3,0,0,1,"czech",1457
2,1,2,1,2,1993,0,1,"5",2,0,0,0,"czech",380
3,3,2,1,1,1993,1,2,"1",3,0,0,1,"czech",879
4,2,4,2,1,1993,1,1,"4",2,0,0,1,"czech",52
3,3,1,1,4,1993,1,1,"4",1,1,0,0,"czech",148
3,3,5,2,1,1993,1,1,"5",2,0,0,0,"czech",78
3,3,2,1,3,1993,1,1,"4",1,0,0,1,"czech",45
3,3,1,1,2,1993,1,1,"2",1,0,0,1,"czech",192
2,1,1,1,2,1993,1,1,"5",2,0,0,0,"czech",261
3,3,2,1,4,1993,0,1,"7",1,1,0,1,"czech",880
5,2,5,2,3,1993,0,2,"1",3,0,0,1,"czech",176
3,3,3,3,3,1993,1,1,"5",3,0,0,1,"czech",1017
3,3,4,2,2,1993,0,1,"4",1,0,0,1,"czech",1414
3,3,2,1,3,1993,1,1,"2",1,0,0,0,"czech",551
3,3,4,2,1,1993,0,2,"4",1,0,0,0,"czech",1290
3,3,1,1,4,1993,1,1,"5",1,1,0,1,"czech",418
3,3,2,1,3,1993,0,1,"5",3,0,0,1,"czech",1015
4,2,4,2,3,1993,1,1,"2",2,0,0,1,"czech",602
4,2,4,2,2,1993,0,1,"1",2,0,0,1,"czech",266
5,2,4,2,2,1993,0,1,"4",3,0,0,1,"czech",1512
4,2,5,2,1,1993,0,2,"1",1,0,0,0,"czech",1234
1,1,1,1,4,1993,0,3,"5",1,1,0,1,"czech",1434
3,3,2,1,3,1993,0,1,"4",3,0,0,1,"czech",157
4,2,2,1,4,1993,1,1,"4",1,1,0,0,"czech",262
4,2,4,2,2,1993,0,1,"5",2,0,0,1,"czech",1364
2,1,2,1,3,1993,1,1,"4",1,1,0,0,"czech",511
2,1,2,1,3,1993,0,2,"4",2,0,0,1,"czech",786
4,2,4,2,4,1993,0,2,"1",2,0,0,0,"czech",1451
3,3,2,1,3,1993,1,1,"1",1,1,0,1,"czech",954
4,2,3,3,1,1993,1,2,"1",2,0,0,1,"czech",713
3,3,1,1,3,1993,0,1,"5",3,0,0,1,"czech",1071
3,3,3,3,4,1993,1,1,"2",1,1,0,0,"czech",1406
5,2,5,2,3,1993,0,2,"3",2,0,0,1,"czech",220
2,1,5,2,3,1993,0,2,"2",3,0,0,1,"czech",125
4,2,3,3,1,1993,0,1,"4",3,0,0,0,"czech",1419
4,2,4,2,1,1993,0,2,"5",3,0,0,1,"czech",707
1,1,3,3,3,1993,1,3,"1",1,1,0,1,"czech",1042
2,1,3,3,4,1993,0,2,"1",2,1,0,1,"czech",1338
4,2,3,3,2,1993,0,1,"5",2,0,0,0,"czech",1427
4,2,3,3,2,1993,1,1,"1",3,0,0,1,"czech",356
3,3,1,1,3,1993,1,1,"5",2,0,0,0,"czech",651
3,3,4,2,2,1993,1,1,"5",2,0,0,0,"czech",57
2,1,3,3,2,1993,1,2,"1",3,0,1,1,"czech",637
2,1,3,3,1,1993,0,1,"4",3,0,0,1,"czech",440
3,3,3,3,3,1993,0,2,"4",3,0,0,1,"czech",1306
4,2,4,2,1,1993,0,1,"4",1,0,0,1,"czech",783
4,2,4,2,2,1993,0,2,"4",3,0,0,1,"czech",42
5,2,4,2,1,1993,0,2,"7",3,0,1,1,"czech",947
3,3,2,1,4,1993,1,3,"1",2,1,0,1,"czech",1420
3,3,2,1,1,1993,0,1,"5",3,0,0,1,"czech",79
4,2,3,3,3,1993,0,1,"4",2,0,0,0,"czech",1394
2,1,2,1,3,1993,0,1,"4",2,0,0,0,"czech",1215
2,1,1,1,4,1993,1,1,"5",1,1,0,0,"czech",166
2,1,3,3,4,1993,0,3,"1",2,1,0,1,"czech",1045
3,3,2,1,2,1993,1,1,"4",3,0,0,1,"czech",1443
4,2,3,3,4,1993,0,1,"5",1,1,0,1,"czech",654
2,1,1,1,2,1993,1,1,"5",2,1,0,0,"czech",608
4,2,4,2,1,1993,0,2,"7",3,0,0,1,"czech",796
4,2,2,1,3,1993,0,2,"1",2,0,0,1,"czech",1337
3,3,2,1,4,1993,1,2,"2",1,1,0,0,"czech",1228
3,3,1,1,4,1993,1,1,"6",1,1,0,0,"czech",152
3,3,2,1,4,1993,0,1,"4",1,1,0,0,"czech",450
1,1,1,1,4,1993,0,1,"6",1,1,0,0,"czech",149
3,3,5,2,2,1993,0,1,"5",2,0,0,0,"czech",459
4,2,4,2,4,1993,1,1,"7",1,1,0,0,"czech",244
2,1,2,1,4,1993,0,2,"4",2,1,0,1,"czech",739
3,3,3,3,3,1993,0,2,"4",2,0,0,1,"czech",1053
4,2,3,3,3,1993,0,3,"1",3,0,0,1,"czech",1084
